Date,Product,Region,Sales,Quantity,Profit,Profit_Margin_%,Sales_With_10pct_Increase,Region_Sales_Share_%
2024-12-13,Widget D,South,3866.0,42,1006.23,26.03,4252.6,1.69
2024-12-14,Widget A,South,3476.0,25,689.12,19.83,3823.6000000000004,1.52
2024-12-15,Widget A,North,4274.0,1,1190.76,27.86,4701.400000000001,1.78
2024-12-16,Widget C,West,1912.0,14,246.23,12.88,2103.2000000000003,0.69
2024-12-17,Widget A,North,2573.0,42,709.67,27.58,2830.3,1.07
2024-12-18,Widget B,North,2211.0,27,263.59,11.92,2432.1000000000004,0.92
2024-12-19,Widget B,West,4556.0,31,526.8835824742268,11.56,5011.6,1.64
2024-12-20,Widget D,East,1594.0,23,329.59,20.68,1753.4,0.56
2024-12-21,Widget D,South,2976.0,8,337.79,11.35,3273.6000000000004,1.3
2024-12-22,Widget A,East,688.0,44,76.07,11.06,756.8000000000001,0.24
2024-12-23,Widget D,South,4266.0,38,427.04,10.01,4692.6,1.87
2024-12-24,Widget A,North,1982.0,49,371.16,18.73,2180.2000000000003,0.82
2024-12-25,Widget C,East,1768.0,42,450.71,25.49,1944.8000000000002,0.62
2024-12-26,Widget D,North,2956.0,15,316.2,10.7,3251.6000000000004,1.23
2024-12-27,Widget D,East,2544.0,13,586.27,23.05,2798.4,0.89
2024-12-28,Widget A,West,4255.0,13,1125.98,26.46,4680.5,1.53
2024-12-29,Widget D,West,2703.0,46,361.12,13.36,2973.3,0.97
2024-12-30,Widget A,South,2633.0,28,340.64,12.94,2896.3,1.15
2024-12-31,Widget C,West,2556.242105263158,23,167.11,6.54,2811.866315789474,0.92
2025-01-01,Widget B,East,207.0,48,54.78,26.46,227.70000000000002,0.07
2025-01-02,Widget B,South,2052.0,30,426.38,20.78,2257.2000000000003,0.9
2025-01-03,Widget A,North,4991.0,45,1316.83,26.38,5490.1,2.07
2025-01-04,Widget D,South,4594.0,49,544.62,11.86,5053.400000000001,2.01
2025-01-05,Widget B,East,3182.0,4,569.25,17.89,3500.2000000000003,1.11
2025-01-06,Widget C,West,3191.0,18,789.96,24.76,3510.1000000000004,1.15
2025-01-07,Widget B,North,2018.0,36,305.71,15.15,2219.8,0.84
2025-01-08,Widget B,East,969.0,40,242.7,25.05,1065.9,0.34
2025-01-09,Widget D,West,141.0,8,28.32,20.09,155.10000000000002,0.05
2025-01-10,Widget A,West,1760.0,16,440.09,25.01,1936.0000000000002,0.63
2025-01-11,Widget C,South,1650.0,27,318.34,19.29,1815.0000000000002,0.72
2025-01-12,Widget C,North,1038.0,40,180.18,17.36,1141.8000000000002,0.43
2025-01-13,Widget B,South,1369.0,6,196.91,14.38,1505.9,0.6
2025-01-14,Widget B,West,221.0,30,31.31,14.17,243.10000000000002,0.08
2025-01-15,Widget A,West,3079.0,15,770.67,25.03,3386.9,1.11
2025-01-16,Widget D,East,4644.0,11,574.84,12.38,5108.400000000001,1.63
2025-01-17,Widget D,North,3484.0,26,408.31,11.72,3832.4,1.45
2025-01-18,Widget A,North,2296.0,21,310.55,13.53,2525.6000000000004,0.95
2025-01-19,Widget A,South,2159.0,32,291.61,13.51,2374.9,0.94
2025-01-20,Widget A,East,1606.0,16,424.98,26.46,1766.6000000000001,0.56
2025-01-21,Widget A,North,797.0,41,143.22,17.97,876.7,0.33
2025-01-22,Widget D,East,3032.0,4,903.77,29.81,3335.2000000000003,1.06
2025-01-23,Widget D,East,2875.0,43,366.4,12.74,3162.5000000000005,1.01
2025-01-24,Widget A,North,135.0,2,31.15,23.07,148.5,0.06
2025-01-25,Widget C,North,2136.0,37,405.3,18.97,2349.6000000000004,0.89
2025-01-26,Widget A,South,1462.0,17,261.09,17.86,1608.2,0.64
2025-01-27,Widget B,East,934.0,19,256.87,27.5,1027.4,0.33
2025-01-28,Widget C,West,3544.0,1,1045.9,29.51,3898.4,1.28
2025-01-29,Widget C,South,2676.0,35,734.75,27.46,2943.6000000000004,1.17
2025-01-30,Widget D,South,3205.0,9,443.76,13.85,3525.5000000000005,1.4
2025-01-31,Widget A,West,3596.0,33,518.4,14.42,3955.6000000000004,1.3
2025-02-01,Widget A,South,4910.0,36,1135.26,23.12,5401.0,2.15
2025-02-02,Widget B,South,4033.0,42,636.47,15.78,4436.3,1.76
2025-02-03,Widget B,South,3139.0,35,775.16,24.69,3452.9,1.37
2025-01-01,Widget A,North,1500.0,15,300.0,,,0.62
2025-01-02,Widget B,South,2200.0,20,440.0,,,0.96
2025-01-03,Widget C,East,1800.0,18,360.0,,,0.63
2025-01-04,Widget D,West,2600.0,25,520.0,,,0.94
2025-01-05,Widget A,North,1750.0,16,350.0,,,0.73
